"species"	"cap_shape"	"cap_surface"	"cap_color"	"bruises"	"odor"	"gill_attachment"	"gill_spacing"	"gill_size"	"gill_color"	"stalk_shape"	"stalk_root"	"stalk_surface"	"stalk_color"	"veil_color"	"ring_number"	"ring_type"	"spore_print_color"	"population"	"habitat"
"3268"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3269"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3270"	"silkstem"	"flat"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3271"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3272"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3273"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3274"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3275"	"sadagus"	"convex"	"fibrous"	"yellow"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3276"	"nosebaffle"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3277"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3278"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3279"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3280"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3281"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3282"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3283"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3284"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3285"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3286"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3287"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3288"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3289"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3290"	"graystalk"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3291"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3292"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3293"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3294"	"graystalk"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3295"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3296"	"convexcap"	"convex"	"scaly"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3297"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3298"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3299"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3300"	"graystalk"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3301"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3302"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3303"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3304"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3305"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3306"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3307"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"close"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3308"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3309"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3310"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3311"	"nosebaffle"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3312"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3313"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3314"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3315"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3316"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3317"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3318"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3319"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3320"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3321"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3322"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3323"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3324"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3325"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3326"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3327"	"convexcap"	"convex"	"scaly"	"white"	"no"	"creosote"	"free"	"close"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3328"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3329"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"solitary"	"paths"
"3330"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3331"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3332"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3333"	"solitarius"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3334"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3335"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3336"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3337"	"solitarius"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3338"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3339"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3340"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3341"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3342"	"sadagus"	"convex"	"fibrous"	"yellow"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"solitary"	"paths"
"3343"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3344"	"solitarius"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3345"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3346"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3347"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3348"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3349"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3350"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"solitary"	"paths"
"3351"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3352"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3353"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3354"	"graystalk"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3355"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3356"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3357"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3358"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"close"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3359"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3360"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3361"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3362"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3363"	"sadagus"	"flat"	"smooth"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3364"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3365"	"solitarius"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3366"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3367"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3368"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3369"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3370"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3371"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3372"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3373"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3374"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3375"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3376"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3377"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3378"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3379"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3380"	"silkstem"	"flat"	"fibrous"	"yellow"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3381"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3382"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3383"	"solitarius"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3384"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3385"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3386"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3387"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3388"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3389"	"convexcap"	"convex"	"scaly"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3390"	"sadagus"	"convex"	"smooth"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3391"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3392"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3393"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3394"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
